id,age,job,marital,education,default,housing,loan,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscription
9310,36,admin.,married,university.degree,no,yes,no,4,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9311,45,blue-collar,married,basic.4y,no,yes,no,5,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9312,57,retired,married,high.school,no,no,no,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9313,48,technician,divorced,professional.course,no,yes,no,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9314,44,self-employed,married,professional.course,no,yes,no,5,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9315,33,housemaid,single,university.degree,,yes,no,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9316,44,admin.,married,university.degree,,yes,yes,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9317,41,admin.,divorced,university.degree,no,yes,no,4,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9318,31,technician,single,professional.course,no,no,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9319,36,technician,married,high.school,no,yes,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9320,46,blue-collar,divorced,professional.course,no,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9321,58,housemaid,married,basic.4y,no,no,no,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9322,31,management,married,university.degree,no,no,yes,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9323,31,management,married,university.degree,no,no,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9324,38,technician,married,professional.course,no,no,yes,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9325,45,self-employed,married,basic.9y,no,no,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9326,30,admin.,single,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9327,32,admin.,single,university.degree,,yes,yes,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9328,32,admin.,single,university.degree,,no,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9329,31,technician,single,high.school,no,no,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9330,53,management,married,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9331,32,admin.,single,university.degree,no,no,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9332,39,technician,single,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9333,48,services,married,high.school,,yes,yes,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9334,49,housemaid,married,basic.4y,,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9335,42,admin.,divorced,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9336,49,housemaid,married,basic.4y,,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,yes
9337,56,blue-collar,married,basic.9y,no,yes,no,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9338,32,technician,single,professional.course,no,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9339,31,blue-collar,single,basic.9y,no,no,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9340,46,self-employed,married,basic.9y,,yes,yes,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9341,37,self-employed,married,university.degree,no,yes,yes,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9342,36,technician,divorced,professional.course,no,yes,yes,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9343,50,admin.,divorced,high.school,,no,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9344,46,blue-collar,married,basic.4y,no,no,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9345,29,technician,single,university.degree,no,yes,yes,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9346,31,admin.,married,university.degree,no,,,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9347,47,blue-collar,married,basic.6y,,no,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9348,31,admin.,single,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9349,34,technician,single,university.degree,no,no,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9350,42,admin.,married,university.degree,no,yes,yes,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9351,42,admin.,married,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9352,53,technician,married,high.school,no,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9353,40,admin.,divorced,university.degree,no,yes,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9354,50,unemployed,married,high.school,,yes,yes,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9355,53,technician,married,high.school,no,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9356,37,technician,single,professional.course,no,no,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9357,38,admin.,single,high.school,no,no,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9358,33,technician,married,high.school,,no,yes,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9359,48,,married,,no,yes,no,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9360,31,technician,single,high.school,no,yes,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9361,31,technician,single,high.school,no,no,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9362,57,blue-collar,married,,,yes,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9363,35,technician,married,professional.course,no,no,no,5,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9364,42,admin.,married,university.degree,no,no,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9365,44,technician,married,professional.course,,,,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9366,59,housemaid,married,basic.4y,,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9367,46,blue-collar,divorced,professional.course,no,yes,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9368,50,unemployed,married,high.school,,yes,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9369,33,technician,single,professional.course,no,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9370,33,technician,single,professional.course,no,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9371,33,technician,single,professional.course,no,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9372,51,technician,married,professional.course,,yes,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9373,47,blue-collar,married,basic.9y,no,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9374,33,technician,single,professional.course,no,no,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9375,52,technician,divorced,university.degree,no,yes,yes,4,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9376,47,admin.,married,high.school,,yes,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9377,51,admin.,married,high.school,no,no,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9378,31,technician,single,university.degree,no,no,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9379,31,technician,single,university.degree,no,,,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9380,45,retired,married,basic.9y,no,yes,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9381,31,technician,single,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9382,52,technician,single,professional.course,no,yes,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9383,49,admin.,divorced,university.degree,no,no,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9384,56,retired,married,basic.4y,,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9385,41,admin.,divorced,high.school,no,no,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9386,44,blue-collar,married,basic.4y,no,no,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9387,45,retired,married,basic.9y,no,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9388,45,blue-collar,married,basic.4y,,no,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9389,45,blue-collar,married,basic.4y,,no,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9390,37,management,married,university.degree,,no,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9391,47,blue-collar,married,basic.6y,,yes,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9392,59,technician,married,professional.course,no,no,no,4,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9393,31,admin.,single,university.degree,no,yes,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9394,56,retired,married,basic.4y,no,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9395,45,technician,married,professional.course,no,no,no,4,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9396,59,housemaid,married,basic.4y,,no,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9397,36,self-employed,married,basic.4y,,yes,no,4,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9398,50,admin.,married,university.degree,no,no,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9399,48,admin.,married,university.degree,no,yes,no,7,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9400,41,admin.,single,university.degree,,yes,yes,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9401,42,management,married,high.school,no,no,no,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9402,47,management,married,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9403,45,admin.,divorced,high.school,no,yes,yes,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9404,36,technician,single,professional.course,no,no,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9405,46,blue-collar,married,basic.4y,no,yes,no,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9406,41,technician,married,high.school,no,no,no,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9407,34,admin.,married,professional.course,no,yes,no,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9408,33,entrepreneur,married,university.degree,no,no,no,7,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9409,37,management,married,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9410,46,management,married,high.school,no,no,no,5,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9411,43,technician,married,professional.course,,no,no,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9412,58,retired,married,professional.course,no,yes,no,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9413,32,technician,single,university.degree,no,yes,no,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9414,57,blue-collar,married,basic.6y,no,no,no,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9415,59,retired,married,high.school,no,no,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9416,53,technician,single,professional.course,no,no,no,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9417,54,retired,married,high.school,no,no,no,4,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9418,45,blue-collar,married,basic.9y,no,no,no,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9419,43,admin.,single,university.degree,no,yes,yes,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9420,37,admin.,married,university.degree,no,no,no,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9421,33,admin.,single,university.degree,no,yes,no,4,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9422,32,admin.,single,university.degree,,yes,no,9,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9423,49,management,married,university.degree,no,,,4,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9424,55,admin.,married,university.degree,no,no,no,6,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9425,32,admin.,single,university.degree,no,no,no,5,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9426,29,management,married,university.degree,no,no,yes,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9427,47,entrepreneur,married,basic.6y,,no,no,3,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9428,39,technician,married,high.school,no,yes,yes,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9429,47,management,married,university.degree,no,yes,yes,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9430,31,technician,single,university.degree,no,yes,yes,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9431,42,technician,married,professional.course,no,yes,yes,2,,0,,1.4,93.444,-36.1,4.967,5228.1,no
9432,35,technician,married,professional.course,no,yes,yes,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9433,43,admin.,married,university.degree,no,yes,yes,7,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9434,41,technician,married,,,yes,yes,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9435,30,technician,single,university.degree,no,yes,yes,3,,0,,1.4,93.444,-36.1,4.968,5228.1,yes
9436,33,admin.,married,university.degree,,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9437,47,technician,married,professional.course,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9438,47,blue-collar,married,basic.4y,no,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9439,39,technician,single,professional.course,no,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9440,32,technician,single,university.degree,no,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9441,32,technician,married,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9442,32,technician,married,university.degree,no,no,yes,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9443,32,technician,married,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9444,30,technician,single,university.degree,,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9445,32,technician,married,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9446,30,technician,single,university.degree,,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9447,30,technician,single,university.degree,,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9448,30,technician,married,high.school,no,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9449,30,technician,single,university.degree,,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9450,39,technician,single,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9451,51,housemaid,married,basic.4y,,no,yes,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9452,29,admin.,married,university.degree,no,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9453,56,blue-collar,married,basic.4y,,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9454,48,blue-collar,married,basic.4y,,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9455,46,blue-collar,married,basic.9y,,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9456,38,services,single,high.school,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9457,46,blue-collar,married,basic.9y,,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9458,48,blue-collar,married,basic.4y,,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9459,48,blue-collar,married,basic.4y,,no,yes,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9460,46,technician,single,professional.course,no,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9461,35,technician,single,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9462,35,technician,single,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9463,35,technician,single,university.degree,no,yes,yes,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9464,31,admin.,single,university.degree,no,yes,yes,2,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9465,32,technician,married,university.degree,no,yes,no,2,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9466,29,technician,single,professional.course,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9467,45,blue-collar,married,professional.course,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9468,33,admin.,married,university.degree,no,yes,yes,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9469,45,blue-collar,married,professional.course,no,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9470,56,retired,married,high.school,,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,yes
9471,31,admin.,divorced,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9472,38,services,single,high.school,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9473,31,admin.,divorced,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9474,59,retired,married,professional.course,no,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9475,58,retired,married,professional.course,no,yes,yes,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9476,34,technician,divorced,university.degree,no,yes,yes,1,,0,,1.4,93.444,-36.1,4.968,5228.1,yes
9477,41,technician,divorced,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9478,40,housemaid,divorced,basic.9y,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9479,31,admin.,single,university.degree,,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9480,35,technician,single,university.degree,no,no,no,2,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9481,32,technician,married,university.degree,no,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9482,32,technician,married,university.degree,no,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9483,42,admin.,divorced,university.degree,no,yes,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9484,32,technician,married,university.degree,no,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9485,39,admin.,single,high.school,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9486,39,admin.,single,high.school,no,,,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9487,55,blue-collar,married,basic.4y,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9488,49,admin.,married,basic.9y,,no,yes,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9489,35,technician,single,professional.course,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9490,56,admin.,married,basic.6y,,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9491,49,admin.,married,high.school,,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9492,50,services,married,basic.6y,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9493,53,blue-collar,married,basic.9y,,yes,yes,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9494,47,admin.,single,university.degree,no,yes,no,4,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9495,31,admin.,married,high.school,no,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9496,33,technician,single,professional.course,no,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9497,41,technician,married,professional.course,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9498,29,admin.,single,high.school,no,yes,yes,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9499,30,technician,single,university.degree,,yes,no,2,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9500,36,admin.,married,university.degree,,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9501,45,self-employed,married,basic.4y,no,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9502,37,admin.,married,university.degree,,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9503,37,admin.,married,university.degree,,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9504,46,technician,single,university.degree,no,no,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9505,39,admin.,single,high.school,no,no,yes,2,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9506,33,admin.,married,university.degree,,yes,yes,2,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9507,45,blue-collar,married,basic.9y,no,yes,no,5,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9508,48,services,married,basic.4y,,no,yes,2,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9509,48,technician,married,professional.course,no,yes,no,2,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9510,39,admin.,married,university.degree,no,yes,no,2,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9511,38,admin.,married,university.degree,no,no,no,2,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9512,42,management,married,university.degree,,yes,no,5,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9513,29,admin.,single,university.degree,no,yes,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9514,35,management,married,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9515,47,management,married,high.school,no,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9516,33,admin.,married,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9517,45,admin.,divorced,university.degree,no,no,yes,4,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9518,39,admin.,married,university.degree,no,no,no,2,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9519,56,blue-collar,married,basic.4y,,no,yes,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9520,46,admin.,married,basic.9y,no,no,no,6,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9521,34,management,married,university.degree,no,no,yes,2,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9522,30,admin.,married,university.degree,no,no,no,5,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9523,50,technician,married,professional.course,no,no,no,2,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9524,37,student,married,professional.course,,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9525,32,admin.,single,university.degree,no,yes,yes,2,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9526,47,management,married,high.school,no,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9527,33,,married,,,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9528,47,management,married,university.degree,no,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9529,41,self-employed,married,university.degree,no,no,no,2,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9530,34,technician,single,professional.course,no,yes,yes,2,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9531,38,services,single,high.school,no,yes,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9532,56,blue-collar,married,basic.4y,,no,no,2,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9533,48,blue-collar,married,basic.4y,,yes,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9534,33,admin.,married,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9535,57,technician,married,high.school,no,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9536,36,admin.,single,university.degree,no,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9537,36,admin.,single,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9538,57,admin.,married,university.degree,,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9539,37,housemaid,married,high.school,,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9540,54,self-employed,married,basic.9y,,yes,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,yes
9541,48,admin.,single,university.degree,no,yes,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9542,48,blue-collar,married,basic.4y,,no,yes,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9543,50,entrepreneur,married,professional.course,no,yes,yes,1,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9544,47,admin.,divorced,university.degree,no,no,no,7,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9545,32,admin.,married,high.school,no,no,no,1,,0,,1.4,93.444,-36.1,4.968,5228.1,yes
9546,48,admin.,married,university.degree,no,yes,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9547,35,technician,married,professional.course,no,no,no,2,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9548,30,admin.,single,university.degree,no,no,no,5,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9549,48,technician,married,university.degree,,yes,no,2,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9550,48,blue-collar,married,,,,,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9551,55,retired,married,professional.course,no,yes,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9552,52,technician,married,professional.course,no,yes,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9553,38,technician,married,high.school,no,yes,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9554,45,admin.,married,basic.9y,no,no,no,5,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9555,56,technician,married,professional.course,no,yes,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9556,48,blue-collar,married,basic.4y,,no,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9557,32,admin.,divorced,university.degree,no,yes,no,7,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9558,48,blue-collar,married,basic.4y,,no,yes,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9559,55,admin.,married,,,yes,no,4,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9560,45,blue-collar,married,high.school,,no,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9561,48,blue-collar,married,basic.4y,,yes,yes,5,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9562,50,entrepreneur,married,professional.course,,yes,no,4,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9563,44,self-employed,married,university.degree,no,no,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9564,51,technician,divorced,professional.course,no,yes,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9565,58,unemployed,married,professional.course,,no,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9566,34,admin.,single,university.degree,no,yes,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9567,31,admin.,single,university.degree,no,no,yes,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9568,36,admin.,married,high.school,,yes,yes,5,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9569,38,management,married,university.degree,no,yes,no,4,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9570,38,admin.,married,university.degree,no,yes,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9571,59,unemployed,married,professional.course,no,no,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9572,31,admin.,married,university.degree,no,no,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9573,34,admin.,single,university.degree,no,yes,no,3,,0,,1.4,93.444,-36.1,4.968,5228.1,no
9574,51,admin.,divorced,university.degree,no,yes,no,6,,0,,1.4,93.444,-36.1,4.968,5228.1,no
